time,eventcode,uuid,computername,eventtype,keywords,logname,message,opcode,recordnumber,sourcename,taskcategory,type,insert_time,network_information_source_network_address,network_information_workstation_name,new_logon_account_domain,new_logon_account_name,subject_account_domain,subject_account_name,raw
1560989362000,4624,4a9e61b3-cbc6-4719-90c5-e9668754598e,desktop-72.baker.com,0,Audit Success,Security,An account was successfully logged on.,Info,3278083014,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:17 PM,169.255.0.35,desktop-robert48,sosa-nunez.com,robert48@acme.com,wiley-potts.com,robert48,06/24/2019 03:56:17 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= desktop-72.baker.com TaskCategory= Logon OpCode= Info RecordNumber= 3278083014 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  robert48   Account Domain:  wiley-potts.com   New Logon:   Account Name:  robert48@acme.com   Account Domain:  sosa-nunez.com    Network Information:   Workstation Name:  desktop-robert48   Network Address:  169.255.0.35
1560989362000,4624,7201b35f-d563-4202-acd2-fdd080ff9289,db-61.peterson.com,0,Audit Success,Security,An account was successfully logged on.,Info,557668901,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:17 PM,203.0.126.55,desktop-sbarr,parker-rocha.com,sbarr@acme.com,lang.net,sbarr,06/24/2019 03:56:17 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= db-61.peterson.com TaskCategory= Logon OpCode= Info RecordNumber= 557668901 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  sbarr   Account Domain:  lang.net   New Logon:   Account Name:  sbarr@acme.com   Account Domain:  parker-rocha.com    Network Information:   Workstation Name:  desktop-sbarr   Network Address:  203.0.126.55
1560989362000,4624,822102fd-6154-4506-affc-6c61b5db2922,db-70.williams.net,0,Audit Success,Security,An account was successfully logged on.,Info,557668896,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:17 PM,192.24.245.213,desktop-joshua95,collins.com,joshua95@acme.com,blankenship-parker.info,joshua95,06/24/2019 03:56:17 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= db-70.williams.net TaskCategory= Logon OpCode= Info RecordNumber= 557668896 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  joshua95   Account Domain:  blankenship-parker.info   New Logon:   Account Name:  joshua95@acme.com   Account Domain:  collins.com    Network Information:   Workstation Name:  desktop-joshua95   Network Address:  192.24.245.213
1560989363000,4624,fefb0789-df9c-42b3-a472-bb40ffee8182,lt-62.hudson.net,0,Audit Success,Security,An account was successfully logged on.,Info,259728991,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:17 PM,192.31.249.185,desktop-dylan68,hoover.org,dylan68@acme.com,haley-bradley.com,dylan68,06/24/2019 03:56:17 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= lt-62.hudson.net TaskCategory= Logon OpCode= Info RecordNumber= 259728991 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  dylan68   Account Domain:  haley-bradley.com   New Logon:   Account Name:  dylan68@acme.com   Account Domain:  hoover.org    Network Information:   Workstation Name:  desktop-dylan68   Network Address:  192.31.249.185
1560989418000,4624,ff7d5f86-4b17-46e8-9cf2-37b69b34b128,lt-13.fernandez-ramirez.org,0,Audit Success,Security,An account was successfully logged on.,Info,897175991,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,192.207.195.242,desktop-jarmstrong,tran.com,jarmstrong@acme.com,martin.org,jarmstrong,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= lt-13.fernandez-ramirez.org TaskCategory= Logon OpCode= Info RecordNumber= 897175991 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  jarmstrong   Account Domain:  martin.org   New Logon:   Account Name:  jarmstrong@acme.com   Account Domain:  tran.com    Network Information:   Workstation Name:  desktop-jarmstrong   Network Address:  192.207.195.242
1560989419000,4624,8e60b275-c8a6-4508-a0f6-a1d5068fe316,laptop-77.allen.com,0,Audit Success,Security,An account was successfully logged on.,Info,20222527,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,24.17.58.18,desktop-emartinez,montgomery-clark.com,emartinez@acme.com,pierce.com,emartinez,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= laptop-77.allen.com TaskCategory= Logon OpCode= Info RecordNumber= 20222527 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  emartinez   Account Domain:  pierce.com   New Logon:   Account Name:  emartinez@acme.com   Account Domain:  montgomery-clark.com    Network Information:   Workstation Name:  desktop-emartinez   Network Address:  24.17.58.18
1560989420000,4624,c597f626-d0aa-40bf-a037-eb1c11166633,laptop-67.simpson.biz,0,Audit Success,Security,An account was successfully logged on.,Info,557671096,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,198.51.177.131,desktop-gliu,torres.com,gliu@acme.com,nelson.org,gliu,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= laptop-67.simpson.biz TaskCategory= Logon OpCode= Info RecordNumber= 557671096 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  gliu   Account Domain:  nelson.org   New Logon:   Account Name:  gliu@acme.com   Account Domain:  torres.com    Network Information:   Workstation Name:  desktop-gliu   Network Address:  198.51.177.131
1560989422000,4624,0fa7251f-de02-47dc-b3af-384bf81f38dc,desktop-40.andrews-rice.biz,0,Audit Success,Security,An account was successfully logged on.,Info,1657037855,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,198.17.173.222,desktop-linda29,taylor-armstrong.com,linda29@acme.com,holland.com,linda29,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= desktop-40.andrews-rice.biz TaskCategory= Logon OpCode= Info RecordNumber= 1657037855 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  linda29   Account Domain:  holland.com   New Logon:   Account Name:  linda29@acme.com   Account Domain:  taylor-armstrong.com    Network Information:   Workstation Name:  desktop-linda29   Network Address:  198.17.173.222
1560989422000,4624,239fc493-7935-4ee5-b7af-f9849fba7e74,db-80.murphy.com,0,Audit Success,Security,An account was successfully logged on.,Info,812924539,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,169.217.45.202,desktop-wagnerchristopher,braun.com,wagnerchristopher@acme.com,barnett.net,wagnerchristopher,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= db-80.murphy.com TaskCategory= Logon OpCode= Info RecordNumber= 812924539 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  wagnerchristopher   Account Domain:  barnett.net   New Logon:   Account Name:  wagnerchristopher@acme.com   Account Domain:  braun.com    Network Information:   Workstation Name:  desktop-wagnerchristopher   Network Address:  169.217.45.202
1560989422000,4624,37d28fce-bfc1-47b1-97f3-b2ee60f75938,lt-52.davis-orozco.com,0,Audit Success,Security,An account was successfully logged on.,Info,169876511,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,192.175.82.121,desktop-kmunoz,kim-leonard.com,kmunoz@acme.com,williams.biz,kmunoz,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= lt-52.davis-orozco.com TaskCategory= Logon OpCode= Info RecordNumber= 169876511 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  kmunoz   Account Domain:  williams.biz   New Logon:   Account Name:  kmunoz@acme.com   Account Domain:  kim-leonard.com    Network Information:   Workstation Name:  desktop-kmunoz   Network Address:  192.175.82.121
1560989422000,4624,b9c3e114-46c7-49b9-846b-3f0032a96788,db-96.martin.org,0,Audit Success,Security,An account was successfully logged on.,Info,3278083710,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:18 PM,198.16.61.53,desktop-pgates,williams-murphy.com,pgates@acme.com,mason.org,pgates,06/24/2019 03:56:18 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= db-96.martin.org TaskCategory= Logon OpCode= Info RecordNumber= 3278083710 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  pgates   Account Domain:  mason.org   New Logon:   Account Name:  pgates@acme.com   Account Domain:  williams-murphy.com    Network Information:   Workstation Name:  desktop-pgates   Network Address:  198.16.61.53
1560989423000,4624,20197d7a-bb57-45f9-be5f-4b470e10f891,lt-42.harrison.com,0,Audit Success,Security,An account was successfully logged on.,Info,557671209,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,192.23.16.152,desktop-jasonfrey,jackson-jones.info,jasonfrey@acme.com,davis.com,jasonfrey,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= lt-42.harrison.com TaskCategory= Logon OpCode= Info RecordNumber= 557671209 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  jasonfrey   Account Domain:  davis.com   New Logon:   Account Name:  jasonfrey@acme.com   Account Domain:  jackson-jones.info    Network Information:   Workstation Name:  desktop-jasonfrey   Network Address:  192.23.16.152
1560989424000,4624,f5c02eba-2575-4907-bdfd-b5f2059a0681,lt-51.williams-brown.biz,0,Audit Success,Security,An account was successfully logged on.,Info,966742318,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:20 PM,203.0.118.51,desktop-jose39,buck-berry.com,jose39@acme.com,meyer.org,jose39,06/24/2019 03:56:20 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= lt-51.williams-brown.biz TaskCategory= Logon OpCode= Info RecordNumber= 966742318 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  jose39   Account Domain:  meyer.org   New Logon:   Account Name:  jose39@acme.com   Account Domain:  buck-berry.com    Network Information:   Workstation Name:  desktop-jose39   Network Address:  203.0.118.51
1560989425000,4624,0a081bc7-03cd-48a3-9170-f373c27d8c38,web-29.phillips.com,0,Audit Success,Security,An account was successfully logged on.,Info,557671326,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,203.3.235.135,desktop-laura73,hughes.com,laura73@acme.com,logan.com,laura73,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= web-29.phillips.com TaskCategory= Logon OpCode= Info RecordNumber= 557671326 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  laura73   Account Domain:  logan.com   New Logon:   Account Name:  laura73@acme.com   Account Domain:  hughes.com    Network Information:   Workstation Name:  desktop-laura73   Network Address:  203.3.235.135
1560989425000,4624,ce4dcc11-f548-437f-b277-834e086e22e4,email-51.henderson.biz,0,Audit Success,Security,An account was successfully logged on.,Info,557671295,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:18 PM,192.39.245.90,desktop-smithjenna,sanford.com,smithjenna@acme.com,walker.com,smithjenna,06/24/2019 03:56:18 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= email-51.henderson.biz TaskCategory= Logon OpCode= Info RecordNumber= 557671295 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  smithjenna   Account Domain:  walker.com   New Logon:   Account Name:  smithjenna@acme.com   Account Domain:  sanford.com    Network Information:   Workstation Name:  desktop-smithjenna   Network Address:  192.39.245.90
1560989426000,4624,6d4e9a41-00f7-46d8-9624-c84f86f2b921,web-90.martinez.com,0,Audit Success,Security,An account was successfully logged on.,Info,897176045,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,192.17.98.70,desktop-matthewpennington,mccall.com,matthewpennington@acme.com,murphy.com,matthewpennington,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= web-90.martinez.com TaskCategory= Logon OpCode= Info RecordNumber= 897176045 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  matthewpennington   Account Domain:  murphy.com   New Logon:   Account Name:  matthewpennington@acme.com   Account Domain:  mccall.com    Network Information:   Workstation Name:  desktop-matthewpennington   Network Address:  192.17.98.70
1560989427000,4624,4e46c679-d076-4161-a83c-bbea1224fed1,email-29.allen-brown.com,0,Audit Success,Security,An account was successfully logged on.,Info,1657037913,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:19 PM,126.234.40.236,desktop-michaelmcdonald,hogan-hunter.com,michaelmcdonald@acme.com,frost-nielsen.com,michaelmcdonald,06/24/2019 03:56:19 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= email-29.allen-brown.com TaskCategory= Logon OpCode= Info RecordNumber= 1657037913 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  michaelmcdonald   Account Domain:  frost-nielsen.com   New Logon:   Account Name:  michaelmcdonald@acme.com   Account Domain:  hogan-hunter.com    Network Information:   Workstation Name:  desktop-michaelmcdonald   Network Address:  126.234.40.236
1560989430000,4624,6a3e38e2-091f-42ef-b5f1-749484d1338d,laptop-02.bradley.biz,0,Audit Success,Security,An account was successfully logged on.,Info,897176073,Microsoft Windows security auditing.,Logon,Information,06/24/2019 03:56:17 PM,192.174.205.78,desktop-judy42,kirk-harmon.biz,judy42@acme.com,lawrence.net,judy42,06/24/2019 03:56:17 PM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= laptop-02.bradley.biz TaskCategory= Logon OpCode= Info RecordNumber= 897176073 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  judy42   Account Domain:  lawrence.net   New Logon:   Account Name:  judy42@acme.com   Account Domain:  kirk-harmon.biz    Network Information:   Workstation Name:  desktop-judy42   Network Address:  192.174.205.78
1551740552000,4624,24aa2161-8bf2-4eab-a3c1-2549eaf21456,db-65.ho.info,0,Audit Success,Security,An account was successfully logged on.,Info,23893890099,Microsoft Windows security auditing.,Logon,Information,02/28/2019 12:57:46 AM,100.6.197.67,desktop-samuel26,crawford-valencia.com,samuel26@acme.com,savage.com,samuel26,02/28/2019 12:57:46 AM LogName= Security SourceName= Microsoft Windows security auditing. EventCode= 4624 EventType= 0 Type= Information ComputerName= db-65.ho.info TaskCategory= Logon OpCode= Info RecordNumber= 23893890099 Keywords= Audit Success Message= An account was successfully logged on.    Subject:   Account Name:  samuel26   Account Domain:  savage.com   New Logon:   Account Name:  samuel26@acme.com   Account Domain:  crawford-valencia.com    Network Information:   Workstation Name:  desktop-samuel26   Network Address:  100.6.197.67
